species	97	103	104	107	108	109	110	112	125	133	153	154	155	156	157	171	177	179	214	229	249	274	1007	1009	1010	1657	2006	2007	2026	2035	2051	2053	2057	2058	2060	2089	2090
Abies_balsamea	0	0	0	535	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
Abies_fraseri	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer_negundo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Acer_pennsylvanica	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer_pensylvanicum	0	12	0	0	10	14	0	0	0	0	0	14	28	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer_rubrum	81	116	0	79	3	0	0	8	0	24	0	1	0	0	4	35	0	20	0	2	0	73	61	18	0	19	24	5	0	0	0	8	18	13	22	67	0
Acer_rubum	0	0	0	0	0	0	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer_saccharinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer_saccharum	83	8	0	4	0	4	1470	0	0	949	196	217	158	0	0	7	0	0	0	1	20	0	0	175	260	0	0	15	129	0	0	6	120	0	0	138	0
Acer_spicatum	0	2	2	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aesculus_flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
