Species              "X2058"   "X103"    "X2035"   "X1007"   "X2090"   "X2057"   "X249"    "X153"    "X171"    "X104"    "X108"    "X109"    "X2060"   "X229"    "X2006"   "X2007"   "X1010"   "X2053"   "X177"    "X133"    "X2051"   "X156"    "X110"    "X1657"   "X274"    "X155"    "X1009"   "X2089"   "X154"    "X2026"   "X125"    "X214"              "X112"    "X107"    "X157"    "X179"   
"Tsuga_canadensis"         0.0       0.0       0.0      17.0       0.0       0.0       0.0       0.0       0.0      26.0     170.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      25.0       3.0       0.0       0.0       0.0       0.0       5.0       2.0       0.0      46.0       0.0       0.0     150.0       0.0       0.0       0.0
"Carya_tomentosa"         17.0       7.0       0.0       0.0      14.0       8.0      21.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      18.0       5.0       0.0      17.0       0.0       9.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Carya_glabra"            30.0      45.0      13.0       0.0      11.0       5.0       2.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0      17.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Fraxinus_pennsylva"       6.0       0.0       0.0       0.0       0.0       1.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       2.0       0.0       0.0       0.0       3.0       0.0       0.0       2.0       0.0       0.0      21.0       0.0       0.0       0.0       0.0      12.0       0.0       0.0       0.0       0.0       0.0
"Betula_lenta"             0.0       0.0       0.0      27.0       1.0       0.0       0.0       9.0       0.0      26.0       0.0      39.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      25.0       0.0       0.0       0.0       0.0       8.0       0.0       0.0      55.0       0.0       0.0       0.0       0.0       0.0       0.0
"Sassafras_albidum"        0.0     130.0      67.0      15.0       2.0      15.0       0.0       0.0       0.0       0.0       0.0       0.0       3.0       0.0       0.0       2.0       0.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Oxydendrum_arboreu"       4.0      64.0       3.0      18.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0      12.0       0.0       0.0      18.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Acer_pensylvanicum"       0.0       0.0       0.0       8.0       0.0       0.0       0.0       0.0       0.0      12.0       0.0      10.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0      28.0      14.0       0.0       0.0      14.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Ulmus_americana"          0.0       3.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       9.0       0.0       0.0      26.0      56.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Ulmus_rubra"             16.0       6.0      15.0       0.0       7.0       1.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       8.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Amelanchier_arbore"       0.0       1.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0      42.0      17.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Carya_cordiformis"        0.0       1.0       1.0       0.0       3.0       0.0       2.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Betula_alleghanien"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      29.0       0.0       0.0      17.0       0.0       0.0       0.0      19.0       0.0       0.0      61.0      13.0       0.0       0.0       0.0      34.0       0.0       0.0       0.0
"Quercus_stellata"         1.0       0.0       0.0       0.0       0.0       0.0      13.0       0.0      78.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0      60.0       0.0     473.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Liquidambar_styrac"       0.0       0.0       0.0       0.0       0.0      18.0       0.0       0.0      13.0       0.0       0.0       0.0       3.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      19.0       0.0       0.0       0.0       2.0       0.0
"Magnolia_acuminata"      20.0       0.0       0.0       2.0       9.0       0.0       0.0      28.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Robinia_pseudoacac"       0.0       2.0       1.0      20.0       0.0       0.0       0.0       9.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Diospyros_virginia"       0.0       1.0      18.0       0.0       2.0       0.0       7.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_coccinea"         0.0      19.0       1.0      16.0       0.0       2.0      11.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_prinus"           7.0     194.0      33.0      87.0       0.0       0.0       0.0      10.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Picea_rubens"             0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     164.0     245.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      17.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     286.0       0.0       0.0
"Pinus_taeda"              4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      52.0       0.0       0.0       0.0       6.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0
"Juglans_nigra"            0.0       3.0       5.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       8.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Pinus_strobus"            0.0       0.0       0.0      18.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0      11.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Betula_lutea"             0.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0     179.0     169.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      32.0       0.0       0.0
"Betula_nigra"             0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      13.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Acer_spicatum"            0.0       0.0       0.0       0.0       0.0       0.0       0.0      33.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0
"Celtis_occidentali"       0.0       2.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       3.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Ulmus_alata"             30.0       0.0       0.0       0.0       1.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Cercis_canadensis"       15.0       0.0       2.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Hamamelis_virginia"       0.0       0.0       0.0       0.0       0.0       0.0       0.0     187.0       0.0       0.0       2.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_marilandic"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      50.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      64.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      33.0       0.0
"Quercus_montana"          0.0       0.0       0.0       0.0       7.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      25.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      18.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Carpinus_carolinia"      14.0       3.0       0.0       0.0       0.0      13.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Celtis_laevigata"         1.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      38.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Pinus_echinata"           0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      13.0       0.0       0.0       0.0       0.0       0.0      24.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       7.0       0.0
"Acer_negundo"             0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       7.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Fraxinus_nigra"           0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Magnolia_fraseri"         0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      44.0       0.0       0.0       0.0       0.0       0.0       0.0
"Sorbus_americana"         0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0      24.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      98.0       0.0       0.0
"Abies_balsamea"           0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     535.0       0.0       0.0       0.0       0.0       0.0      54.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_borealis"         0.0      32.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       9.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      12.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Betula_papyrifera"        0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      28.0       0.0       0.0       0.0       0.0       0.0       0.0      29.0       0.0       0.0      11.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_falcata"          6.0       0.0       0.0       0.0       0.0       0.0       9.0       0.0      40.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_macrocarpa"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0      10.0       0.0       0.0    5674.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Morus_rubra"              0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       5.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Fraxius_americana"        0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       5.0       0.0       0.0       0.0       0.0       0.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_imbricaria"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       7.0       0.0      22.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Ostrya_viginiana"         0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      13.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Halesia_carolina"         0.0       0.0       0.0      25.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0
"Carya_texana"             0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      10.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      45.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Quercus_nigra"            0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      16.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Ilex_opaca"               3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      11.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Carya_alba"               0.0       0.0      11.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Pinus_palustris"          0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      77.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     389.0       0.0
"Pinus_resinosa"           0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     106.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     218.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Pinus_rigida"             0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       6.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       2.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Juniperus_virginia"       9.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       3.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Castanea_dentata"         0.0       0.0       0.0      83.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Taxodium_distichum"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      14.0       0.0       0.0       0.0       0.0       6.0
"Tila_americana"           0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Populus_tremuloide"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      22.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0     671.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Prunus_pensylvanic"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      47.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Aesculus_flava"           0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Acer_rubum"               0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0      23.0       0.0       0.0       0.0       0.0       8.0       0.0       0.0       0.0
"Ulmus_fulva"              0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       4.0      96.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Asimina_triloba"          2.0       0.0       4.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Oxydendron_arboreu"       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       7.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Oxydendrum_aboreum"       0.0       0.0       0.0       0.0      25.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Acer_pennsylvanica"       0.0       0.0       0.0       0.0       0.0       0.0       0.0      24.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
"Persea_borbonia"          0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       8.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0
